Symbol,Name,Current Price,Market Cap (mil),RS Rating,Comp Rating,EPS Rating,SMR Rating,A/D Rating,Quality Score,% Chg 3 Months,% Chg 6 Months,% Chg 12 Months,Sector,ROE
DLTR,Dollar Tree,99.05,20202.9,75,73,58,A,C,68.6,-13.3,21.9,47.9,RETAIL,19.5
PLOW,Douglas Dynamics,32.15,740.7,77,78,68,C,B,68.6,9.3,32.7,25.7,AUTO,14.2
TLS,Telos,7.41,538.7,98,84,53,E,A-,68.6,162.8,173.4,108.7,SOFTWARE,-15.5
AIZ,Assurant,211.86,10690.2,64,80,94,B,D+,68.55,14.7,9.7,8.8,INSURANCE,21.6
CF,CF Industries Holdings,86.47,14005.7,32,76,89,A,B,68.55,-7.5,11.9,3.9,AGRICULTRE,21.4
ANAB,AnaptysBio,35.07,981.8,91,90,35,D,A,68.5,29.9,70.2,8.8,MEDICAL,-182.7
LW,Lamb Weston Holdings,66.38,9250.2,59,65,75,B,A-,68.5,13.3,26.2,-14.2,FOOD/BEV,27.6
NBTX,Nanobiotix ADR,19.2,910.6,99,81,55,-,B,68.5,195.4,481.8,304.2,MEDICAL,NA
AS,Amer Sports,31.76,17613.2,75,87,71,B,D+,68.45,-13.7,31.9,77.5,LEISURE,9.8
MIRM,Mirum Pharmaceuticals,70.02,3517.6,92,91,51,C,C,68.45,34.2,73,77.9,MEDICAL,-37.1
CORZ,Core Scientific,19.34,5906.6,93,80,57,-,B+,68.4,41.3,156.8,41.4,FINANCE,NA
TSLA,Tesla,433.72,1442184.1,89,77,47,C,B+,68.4,42.1,67.1,66.5,AUTO,11.8
BY,Byline Bancorp,28.15,1298.8,48,70,88,A,C+,68.35,4.1,9.7,6.1,BANKS,11.7
NOW,ServiceNow,930.17,193475.4,21,84,98,A,B-,68.35,-6.6,-0.9,-2.8,SOFTWARE,33.7
RCUS,Arcus Biosciences,17.31,1842.3,93,90,38,D,A-,68.35,75.4,105.8,-2.9,MEDICAL,-55.5
SONY,Sony Group ADR,28.65,176192.1,85,80,73,C,C,68.35,15.8,17,66.1,MEDIA,14.1
TWLO,Twilio Cl A,112.56,17185,56,79,73,B,B,68.35,-14.5,20.3,58,SOFTWARE,7
HP,Helmerich & Payne,25.64,2549.6,76,77,44,B,B+,68.3,52.4,26.9,-24.6,ENERGY,12.4
SRCE,1st Source,61.02,1497.2,48,72,85,A,C+,68.25,-1.6,3.9,2.6,BANKS,12.6
OPY,Oppenheimer Holdings A,69.66,732.8,56,80,71,B,B,68.2,-4.2,17.9,43.6,FINANCE,8.7
VTYX,Ventyx Biosciences,5.81,414.3,98,81,36,-,A,68.2,81.6,361.1,165.3,MEDICAL,-54.3
AEHR,Aehr Test Systems,24.97,749.2,94,78,32,C,A-,68.15,17.1,187.3,60.4,CHIPS,3.9
CERT,Certara,12.66,2033.5,56,77,87,B,C+,68.15,15.3,-12.2,25.1,SOFTWARE,6.9
TK,Teekay,9.1,775.9,89,76,47,C,B+,68.15,18.8,33.6,16.8,ENERGY,15.5
INTC,Intel,38.28,167551.6,95,82,38,D,A,68.10000000000001,69.2,78.1,71.4,CHIPS,-0.6
CIVB,Civista Bancshares,22.18,428.3,66,76,88,B,C-,68.1,6.1,6.4,23.1,BANKS,8.3
NRG,NRG Energy,170.36,32952.7,90,75,53,B,C,68.1,7.8,60.6,90.8,UTILITY,53.3
VINP,Vinci Compass Investments,11.3,776.3,72,75,38,A,B,68.1,14.4,17.9,10.9,FINANCE,14.3
SMCI,Super Micro Computer,48.29,28697.4,66,80,64,B,B-,68.05,-8.1,34.9,4.5,COMPUTER,22.4
AORT,Artivion,43.4,2047.7,92,75,50,C,B,68,39.8,82,63.1,MEDICAL,3.9
CORT,Corcept Therapeutics,72.52,7641.5,77,77,35,A,B-,68,7.3,1,53.5,MEDICAL,23.8
CYH,Community Health Systems,4.1,574.5,87,74,70,-,B+,68,41.4,42.4,-3.5,MEDICAL,NA
EHAB,Enhabit,8.56,433.9,77,79,70,D,A-,68,24.2,11.2,21.2,MEDICAL,1.8
HII,Huntington Ingalls Inds,299.91,11768.5,83,80,55,C,B,68,13.9,35.2,17.8,AEROSPACE,12.6
STC,Stewart Info Svcs,74.71,2091.7,72,79,70,C,B,68,13.9,14,4.6,INSURANCE,6.8
ERII,Energy Recovery,18.11,963.4,81,80,57,C,B,67.9,30.2,19.3,1.5,MACHINE,19
FE,FirstEnergy,46.64,26930.1,68,79,62,B,B-,67.9,12.7,10.3,5.8,UTILITY,12.3
INTU,Intuit,683.09,190448.9,40,79,97,A,C-,67.9,-12.6,11.1,13.1,SOFTWARE,29.9
STE,Steris,240.76,23712.5,56,81,87,B,C,67.9,5.9,6.4,5.9,MEDICAL,14.2
TBLA,Taboola.com,3.6,1068.2,56,74,77,B,B,67.9,7.1,21.6,-0.3,BUSINS SVC,11.6
TOL,Toll Brothers,137.92,13293.1,66,75,82,B,C,67.9,12.5,36.5,-8.5,BUILDING,20
CTRN,Citi Trends,36.47,302.9,91,80,63,D,B,67.85,19.9,75.1,91.6,RETAIL,-28.2
MARA,MARA Holdings,19.54,7238.7,73,73,38,A,B,67.85,13.2,39.5,7.2,FINANCE,18.8
RDY,Dr. Reddy's Labs ADR,14.58,12166.4,36,80,88,A,C+,67.85,-0.9,4.1,-6,MEDICAL,18.4
SHOO,Steven Madden,35.63,2588.6,79,70,53,B,B,67.85,36.1,68.4,-21.6,APPAREL,22.9
UEC,Uranium Energy,13.66,6599.8,95,85,8,C,A+,67.85,55.8,159.2,71.6,MINING,-10
ALHC,Alignment Healthcare,17.51,3467.5,87,78,70,D,B,67.75,50.4,-2.9,64.6,MEDICAL,-98.3
AWK,American Water Works,141.59,28770.7,48,68,75,A,B,67.75,0.8,-3,1.3,UTILITY,10.4
PLUG,Plug Power,2.95,3406.8,96,84,45,E,A,67.75,66.7,247.6,38.5,ENERGY,-90.9
ADPT,Adaptive Biotechnologies,17.22,2622.1,97,91,41,D,B,67.7,61.5,118.3,281,MEDICAL,-59.2
LLYVK,Liberty Live C,92.68,8511.1,84,82,81,D,C+,67.7,9.4,29.5,61.5,MEDIA,3
FORM,FormFactor,43.17,3329,80,77,42,B,B,67.65,26.1,53,-1.3,CHIPS,9.7
GSAT,Globalstar,45.27,5741.2,97,75,42,D,A,67.65,81.6,131.6,193,TELECOM,-17.1
SNY,Sanofi ADR,51.64,129409.8,28,77,82,A,B+,67.65,3,-3.5,-0.8,MEDICAL,11.8
MSB,Mesabi Trust,35.44,465,88,84,23,B,B,67.6,25,29.2,42.5,MINING,421.1
NMR,Nomura Holdings ADR,6.92,20557.6,72,85,98,C,D,67.6,2.5,21.4,35.4,FINANCE,9.9
EOSE,Eos Energy Enterprises,16.06,4173.2,98,87,19,-,A+,67.55,152.5,229.1,413.1,MACHINE,NA
VREX,Varex Imaging,11.99,497.6,82,74,74,D,B+,67.55,58.8,44.3,-6.5,MEDICAL,4
ALV,Autoliv,115.69,8943.4,68,86,95,B,E,67.5,-0.1,25.5,21.7,AUTO,27.7
GDS,GDS Holdings ADR,34.92,7179.4,86,72,65,C,B-,67.5,-3.1,51.4,68.8,INTERNET,16.3
NTRS,Northern Trust,126.03,24101.1,72,76,65,A,D+,67.5,-2.1,36.4,22.6,BANKS,17.3
SYM,Symbotic,65.1,38441.1,96,80,30,C,B+,67.5,21.9,195.1,127.8,MACHINE,-13.7
HIPO,Hippo Holdings,36.88,923,92,75,41,C,B+,67.45,37.5,50.2,98.5,INSURANCE,-11
OUST,Ouster Cl A,35.8,2069.9,98,88,36,D,B+,67.45,26.5,363.7,361.9,AUTO,-53.8
SENEA,Seneca Foods Cl A,115.59,795.4,89,70,51,C,B+,67.45,13.2,29.7,85.4,FOOD/BEV,11
VECO,Veeco Instruments,29.31,1763.3,85,81,61,C,C+,67.45,42.4,52.4,0.5,CHIPS,14.5
MLYS,Mineralys Therapeutics,39.9,3072.3,98,84,22,-,A+,67.4,179.8,183.2,193.4,MEDICAL,-82.2
NEGG,Newegg Commerce,66.72,1294.1,99,79,58,E,B+,67.35,117.3,1606.4,438.1,RETAIL,-36.8
ONDS,Ondas Holdings,7.46,2604.5,99,80,38,D,A-,67.35,248.6,831.9,716.5,AEROSPACE,-152.9
PRLB,Proto Labs,54.64,1304.5,89,81,43,C,B,67.35,41,55.7,103.7,MACHINE,6
TDOC,Teladoc Health,9.46,1671.5,70,73,83,C,B-,67.35,15.4,30.3,10,SOFTWARE,13
LAD,Lithia Motors,331.6,8500.9,48,69,84,B,B+,67.3,7,13.5,-1.1,RETAIL,12.6
NTLA,Intellia Therapeutics,25.6,2748.1,97,89,29,E,A+,67.3,100.3,213,61.5,MEDICAL,-54
PFIS,Peoples Fincl Svcs,48.28,482.5,36,82,89,A,C,67.3,-4.2,10.4,2.4,BANKS,8.6
NYAX,Nayax,44.13,1620.1,78,82,80,C,C-,67.25,-4.5,6.9,65.5,SOFTWARE,-4.3
THG,Hanover Insurance Grp,174.79,6252.4,64,75,75,B,C+,67.25,7.1,6.7,15.8,INSURANCE,18.3
TRVI,Trevi Therapeutics,10.51,1279.9,96,85,35,-,A-,67.25,34.1,65.5,237.9,MEDICAL,-52.6
CRC,California Resources,47.57,3980.6,40,66,91,A,B-,67.2,-4.9,34.5,-10.5,ENERGY,11
GXO,GXO Logistics,54.67,6258.2,72,73,61,B,B-,67.2,5.6,49.9,-11.8,TRANSPRT,11.3
CAH,Cardinal Health,161.89,38462.1,78,75,82,-,B,67.15,2.3,19.2,44.3,MEDICAL,NA
TARS,Tarsus Pharmaceuticals,66.06,2788.7,92,88,42,D,B+,67.15,55.7,32.2,69.9,MEDICAL,-53.9
WBS,Webster Financial,56.48,9386.3,45,75,92,A,C-,67.15,-6.2,17.9,8.9,BANKS,9.9
OPFI,OppFi,10.18,888.8,73,73,78,A,D-,67.10000000000001,-9.5,8.6,98.8,SOFTWARE,382.6
BMRC,Bank of Marin Bancorp,24.47,394.6,59,77,78,B,C+,67.1,1.9,16.4,11.5,BANKS,3.3
CHCO,City Holding Co.,121.85,1766.1,36,73,93,A,C+,67.1,-6.3,2.7,4.4,BANKS,16.6
CMS,CMS Energy,74.75,22375.3,53,76,68,B,B+,67.1,2.6,0.8,4.2,UTILITY,12.8
MUFG,Mitsubishi UFJ Finl ADR,14.77,169623.1,76,79,73,B,D+,67.1,-0.2,20.6,43.4,BANKS,10.2
OGE,OGE Energy,46.37,9338.7,53,80,63,B,B+,67.1,3.2,2.6,13.2,UTILITY,9.7
CGAU,Centerra Gold,11.16,2316.4,93,82,29,C,B+,67.05,50,65.6,48.8,MINING,9.2
CVAC,CureVac,5.36,1202.5,89,82,34,B,C+,67.05,-1.5,64.4,97.1,MEDICAL,29.2
EVRG,Evergy,77.96,17942.9,77,78,54,C,B+,67.05,11.7,14.2,26.5,UTILITY,9
LXFR,Luxfer Holdings,13.58,363.5,70,74,74,C,B,67.05,13.7,34.9,10.5,CHEMICAL,11.6
TEM,Tempus AI,89.23,15447.1,94,83,39,-,A-,67.05,40.9,66.8,93.1,MEDICAL,NA
URI,United Rentals,913.33,58115.2,75,78,75,A,E,67,4.4,41.1,10.7,FINANCE,34.3
DRS,Leonardo DRS,40.51,10777.6,53,83,96,B,D+,66.95,-14.6,10.4,42.8,AEROSPACE,10.2
EVLV,Evolv Technologies,8.23,1414.7,96,82,56,D,B-,66.95,22.3,133.1,100.7,BUSINS SVC,-27
IVA,Inventiva ADR,6.2,862.7,97,88,41,D,B,66.95,82.9,64.5,150,MEDICAL,NA
ACIW,ACI Worldwide,50.4,5200.9,48,73,77,B,B+,66.9,12.1,-3.1,2.9,SOFTWARE,20.2
WDAY,Workday,242.75,64931.3,32,83,97,A,C-,66.9,2.3,2.5,2.5,SOFTWARE,23
NFLX,Netflix,1094.69,463855.2,59,79,93,A,E,66.85000000000001,-7.3,-0.2,45.1,LEISURE,38.4
ALRS,Alerus Financial,21.69,550.8,51,75,83,A,C-,66.85,0.2,21.6,-8,BANKS,7.2
EBS,Emergent Biosolutions,9.74,519.6,84,85,73,E,B,66.85,30.4,81.4,7.5,MEDICAL,-2.1
GDEV,GDEV,24.47,443,93,74,63,-,B,66.85,62.1,125.3,-41,SOFTWARE,NA
PRGS,Progress Software,46.01,1974.2,13,80,93,A,B+,66.85,-7.9,-22.1,-29.3,SOFTWARE,48.8
REKR,Rekor Systems,2.84,358.8,97,76,43,E,A+,66.85,111.9,205.6,160.6,BUSINS SVC,-169.8
CIHKY,China Merchants Bk ADR,32.12,29491.9,64,71,65,B,B,66.75,-5.1,12.5,25.9,BANKS,12.9
FMS,Fresenius Medical Care,27.24,15985.1,68,79,75,C,B-,66.75,1.8,12.7,27.5,MEDICAL,6.5
CFFN,Capitol Federal Finl,6.44,855.4,56,78,66,B,B,66.7,3,13.2,-3.9,S&Ls,3.7
DNA,Ginkgo Bioworks Holdings,13.57,748.4,84,82,51,D,A-,66.7,-8.9,72.4,70.9,MEDICAL,-60.3
GEOS,Geospace Technologies,25.92,332.3,98,83,32,E,A+,66.65,119.8,321.5,135,ENERGY,-4.9
GLDD,Great Lakes Dredge,11.15,750.2,36,83,72,A,B-,66.65,-2,23.1,-5,BUILDING,13.7
CLCO,Cool,9.65,518.2,86,72,48,C,B+,66.6,43.4,66.4,-8.8,ENERGY,13.1
HPE,Hewlett Packard Ent,23.5,31007.1,77,76,48,B,B-,66.6,14.6,45.2,21.1,BUSINS SVC,11.5
AEE,Ameren,104.28,28198.3,61,75,69,A,C-,66.55,4.2,5.4,17.2,UTILITY,16.5
TDUP,ThredUp,8.93,1055.9,99,83,49,D,B-,66.55,11.6,116.7,1240.4,RETAIL,-49.9
SGI,Somnigroup International,82.9,17399.7,87,78,45,B,C,66.5,12.2,34.6,72.5,CONSUMER,103.2
TGTX,TG Therapeutics,33.34,5289.1,40,87,80,A,C-,66.5,-8.7,-17.3,43.6,MEDICAL,12.2
TRST,Trustco Bank,37.69,710.5,73,79,80,B,D,66.5,8,22.7,14,S&Ls,7.4
MCFT,MasterCraft Boat,22.79,371.3,83,85,47,D,A-,66.4,13.6,37.3,36.1,LEISURE,8.2
SLDP,Solid Power,6.15,1114.9,99,84,22,D,A,66.4,42.7,439.5,400,MACHINE,-21.1
LAES,SEALSQ,7.01,1182.8,99,78,48,E,A-,66.35,107.4,168.6,1648.6,CHIPS,-51.2
M,Macy's,18.72,5026.4,89,80,33,C,B+,66.35,47.4,69.9,21.5,RETAIL,17.3
TMP,Tompkins Financial,65.74,948.7,48,76,83,A,C-,66.35,3.9,10.2,6.3,BANKS,10.3
AMZN,Amazon.com,224.21,2391179.9,51,85,74,A,D+,66.3,-3.5,20.2,20.3,RETAIL,24.3
CHRW,CH Robinson Worldwide,126.06,14886.6,82,73,69,C,C+,66.3,22.2,37,18.1,TRANSPRT,34.7
LOAR,Loar Holdings,81.69,7648,36,87,84,B,B-,66.3,11.8,-11.1,2,AEROSPACE,5.1
UNFI,United Natural Foods,39.54,2398.2,92,80,29,D,A+,66.3,43.7,53.4,96.2,RETAIL,2.8
BFH,Bread Financial,65.5,3055.1,73,73,80,C,C+,66.25,7.4,33.9,30.8,FINANCE,13.1
CB,Chubb,281.94,112406.7,45,74,95,B,C+,66.25,4.4,0,-4.1,INSURANCE,14.8
ZION,Zions Bancorp,53.12,7841,36,68,76,A,B+,66.2,-3.7,17.4,1.8,BANKS,12.5
DGICA,Donegal Group Cl A,19.11,697.7,73,76,82,C,C,66.15,10,-2.3,21,INSURANCE,9.2
SEDG,SolarEdge Technologies,39.7,2357.1,97,85,47,E,B+,66.15,39.4,238.9,160.2,ENERGY,-85.5
UBSI,United Bankshares WV,36.43,5160.2,32,73,87,A,B-,66.15,-0.4,5.7,-2,BANKS,7.6
ITRN,Ituran Location & Ctrl,38.25,760.9,64,74,83,A,D-,66.10000000000001,-6.4,9.9,42.2,BUSINS SVC,29.8
BHA,Biglari Holdings Cl A,1804.28,4104.7,93,81,38,D,A-,66.1,18,59.2,115.4,RETAIL,-0.6
CLNE,Clean Energy Fuels,3.06,671,89,86,43,D,B+,66.1,41.7,112.5,10.1,ENERGY,1
FAF,First American Financial,63.72,6486.7,48,73,73,B,B+,66.1,6.9,1.8,-0.3,INSURANCE,9.4
LYFT,Lyft,20.47,8319.8,92,76,8,B,A-,66.1,42.4,69.7,48.5,LEISURE,59.8
NVTS,Navitas Semiconductor,14.07,2998.4,99,83,28,E,A+,66.1,56.7,593.1,462.8,CHIPS,-12.4
UUUU,Energy Fuels,21.37,4929.5,99,78,3,C,A+,66.1,114.6,344.3,246.4,MINING,-9.7
ALGM,Allegro MicroSystems,30.91,5719.6,80,88,64,D,B-,66.05,-5.6,63.8,43.2,CHIPS,4.5
BIO,Bio-Rad Labs A,339.75,9194.3,79,75,44,C,A-,66.05,29.6,36,3.6,MEDICAL,3.8
CPRX,Catalyst Pharmaceuticals,20.96,2556.3,23,87,99,A,C-,66.05,-0.3,-9.6,-2.1,MEDICAL,49.5
MGA,Magna International,46.21,13031.2,73,78,54,C,B+,66.05,8.1,35.8,9.7,AUTO,13253012.1
F,Ford Motor,13.84,55081.3,84,76,55,C,B-,66,22.9,37.6,23.1,AUTO,16.9
INVZ,Innoviz Technologies,2.02,400.3,94,79,45,D,B+,66,3.6,155.7,170.2,AUTO,-81.6
ORRF,Orrstown Financial,34.61,674.6,40,70,80,A,B-,66,-1.7,20.2,-8.3,BANKS,14.3
PRCH,Porch Group,16.37,2006.7,99,81,80,E,C-,66,23.5,198.2,1121.6,BUSINS SVC,NA
XPEL,XPEL,35.68,987.3,36,76,90,A,C,66,0.1,30.2,-10.3,AUTO,23.1
DFDV,DeFi Development,13.85,354.2,99,71,61,D,B-,65.95,-31.1,95.3,1794.4,FINANCE,-56.7
E,ENI ADR,36.81,59321.2,77,68,61,C,B+,65.95,8.3,27.5,19.1,ENERGY,10
KO,Coca-Cola,69.71,300008.6,45,67,71,A,B,65.95,0.9,-3.9,3.6,FOOD/BEV,49.1
GATX,GATX,161.21,5739.1,56,77,82,B,C,65.9,5.9,11.8,16,FINANCE,12.2
OMDA,Omada Health,25.87,1489.4,80,86,47,D,A-,65.9,37.1,NA,NA,MEDICAL,-57.6
PAC,Gpo Aeroportuario ADR,216.63,10945.7,59,80,87,A,E,65.9,-2.8,6.3,26.3,REAL EST,40.8
RBCAA,Republic Bancorp KY Cl A,69.7,1358.5,33,71,87,A,B-,65.9,-4,3.1,2.2,BANKS,10.7
WCC,Wesco International,225.54,11007,77,84,72,C,C-,65.9,6.5,40.2,27.1,ELECTRNCS,13.5
HSBC,HSBC Holdings ADR,67,271934.3,81,77,63,B,D+,65.85,3.1,20.3,50.6,BANKS,13
WMT,Walmart,106.17,847281,72,66,63,B,B-,65.85,9.9,10.8,27.9,RETAIL,23.2
BIOB,Bio-Rad Labs B,321.12,8690.1,73,70,44,C,A+,65.8,30,37,-4.1,MEDICAL,3.8
MITK,Mitek Systems,9.68,441.6,51,73,74,B,B,65.8,3.3,16.6,10.4,SOFTWARE,21.6
NVEC,NVECorp,72.77,352,66,77,44,B,B+,65.8,14.2,25.8,-4.6,ELECTRNCS,23.6
XPEV,XPeng ADR,21.62,20472.6,87,78,54,C,C+,65.8,13,3.9,106.5,AUTO,-16.4
MESO,Mesoblast ADR,16.81,1920.2,84,86,35,D,A,65.75,-1,41.7,93.9,MEDICAL,-19
MT,ArcelorMittal ADR,39.12,30065.5,88,77,60,D,B,65.75,16.5,33,64.1,METALS,4.5
HTHT,H World Group ADR,38.61,11980.1,70,70,41,A,B-,65.7,13.7,11.8,1.7,LEISURE,30.7
HYMC,Hycroft Mining Holding,6.96,563.4,97,83,41,E,A-,65.7,88.6,93.9,160.7,MINING,NA
JMIA,Jumia Technologies ADR,10.88,1332.4,98,83,46,E,B+,65.7,122,365,131,RETAIL,-128.1
KEYS,Keysight Technologies,169.47,29124.4,53,80,81,A,D,65.7,2.3,17.9,10.2,ELECTRNCS,22.5
VSAT,ViaSat,38.11,5116.7,99,83,26,D,A-,65.7,163.4,339.6,272.5,TELECOM,0.4
ALNY,Alnylam Pharmaceuticals,463.43,60745.9,93,83,27,-,A,65.65,41.3,91,57.8,MEDICAL,NA
BKNG,Booking Holdings,5146.16,166781.9,45,75,97,A,D,65.65,-8.9,6.6,18.6,LEISURE,NA
NWPX,NWPX Infrastructure,54.97,530.6,83,74,57,C,B-,65.65,33.2,30.1,25.5,METALS,9.6
ABCB,Ameris Bancorp,74.02,5076.7,77,74,83,B,D-,65.6,12.7,30.3,17.4,BANKS,9.7
AIT,Applied Indl Techs,260.29,9826.2,45,71,83,B,B,65.6,-2.9,8.8,12.2,MACHINE,22.6
BANC,Banc of California,16.98,2501.2,72,83,78,B,D-,65.6,16.4,26.1,9.9,S&Ls,4.9
DIS,Disney,111.68,200793.2,51,72,93,B,C,65.6,-8.4,24.1,17.1,MEDIA,10
GPI,Group 1 Automotive,423.96,5485.6,45,72,88,A,C-,65.6,1.9,4.2,20.9,RETAIL,18.8
AZZ,AZZ,98.66,2965.4,59,83,94,B,D-,65.55,-9.7,16.5,29.5,MACHINE,18
FNB,F.N.B.,15.58,5595.4,51,74,84,B,C+,65.55,-0.1,16.2,7.7,BANKS,8.1
PSN,Parsons,84.16,8994.5,51,72,74,B,B,65.55,11.4,25,-19.4,SOFTWARE,14.7
MSEX,Middlesex Water,60.36,1087.4,64,67,70,B,B-,65.5,14.9,-2.6,-4.9,UTILITY,10.2
NOC,Northrop Grumman,605.58,86428.4,75,80,65,C,C+,65.5,6.5,30.8,15.6,AEROSPACE,23.2
STNG,Scorpio Tankers,60.37,3079.8,87,73,40,C,B+,65.5,35.2,67.7,-1.6,ENERGY,18.9
APA,APA,23.83,8526,78,69,56,B,C+,65.45,23.5,46.6,-3.4,ENERGY,33.6
LWLG,Lightwave Logic,4.82,623.9,98,83,26,E,A+,65.45,79.9,434.6,39.3,ELECTRNCS,-64.5
THO,Thor Industries,110.79,5831.2,79,75,66,D,B+,65.45,18.4,48.7,5.8,BUILDING,6.2
FTNT,Fortinet,85.56,65561.7,16,73,97,A,B,65.4,-18.3,-15.1,6.1,SOFTWARE,355.8
CCB,Coastal Financial,108.81,1644,85,72,68,B,D,65.35,8.4,23.2,81.4,FINANCE,13
NUS,Nu Skin Enterprises Cl A,11.02,545.5,93,76,78,D,C-,65.35,23,92.7,75.5,CONSUMER,5.7
ADI,Analog Devices,238.01,117090.2,61,89,89,B,E,65.3,5.1,21.9,3.6,CHIPS,9
RJF,Raymond James,162.44,32387.8,64,68,74,A,D+,65.3,-2.6,18.3,10.2,FINANCE,18.5
TDG,TransDigm Group,1359.3,76596.6,59,81,89,-,B,65.3,-15,-0.6,1,AEROSPACE,NA
AX,Axos Financial,80.4,4541.5,66,76,80,A,E,65.25,-4.9,27,20.6,S&Ls,17.6
CAKE,Cheesecake Factory,56.15,2796.8,51,78,90,B,C-,65.25,-14.2,11.2,35.3,RETAIL,44.3
CCCX,Churchill Capital X,20.49,1066.5,96,65,50,-,A-,65.25,101.8,NA,NA,MISC,NA
DOMO,Domo Cl B,13.67,563.6,89,71,70,-,B-,65.25,-15.3,86.7,78.2,SOFTWARE,NA
FBIZ,First Business Finl Svcs,50.61,420.1,59,70,90,A,D-,65.25,-1.7,1.4,12.9,BANKS,13.4
GALT,Galectin Therapeutics,5.23,335,98,81,40,-,B,65.25,77.9,268.3,105.1,MEDICAL,NA
GFF,Griffon,76.4,3557,48,76,90,B,C,65.25,-6.3,13.7,19.6,BUILDING,94.1
CRCL,Circle Internet Group,142.05,32964.8,86,69,26,B,B+,65.2,-26.4,NA,NA,FINANCE,9.9
ZETA,Zeta Global Holdings,18.79,4439.8,64,81,76,B,D+,65.2,18.3,49.6,-28.1,SOFTWARE,7.7
CLB,Core Laboratories,16.86,790.6,79,73,42,C,A-,65.15,26.2,45.2,-11,ENERGY,17.4
GEN,Gen Digital,27.22,16764,25,77,92,A,C+,65.15,-10.8,8.6,0.7,SOFTWARE,62.9
OLED,Universal Display,147.01,6988,25,72,92,A,B-,65.15,-1.7,17.2,-26.9,ELECTRNCS,14.5
QS,QuantumScape,16.82,9400.7,97,81,22,-,A,65.15,33.2,324.7,158.8,AUTO,-36.3
IMAB,I-Mab ADR,4.22,485.3,99,80,39,E,A-,65.05,99.1,395.1,243.1,MEDICAL,-22.5
PEN,Penumbra,252.99,9797,45,76,99,B,C-,65.05,9.9,-15.2,22.5,MEDICAL,7.5
TAL,TAL Education Group ADR,12.6,7664.8,82,76,34,B,B-,65.05,28.3,41.1,20,CONSUMER,4
HOND,HCM II Acquisition,20.3,583.6,96,65,80,-,C,65,81.4,87.4,103.6,MISC,NA
NEO,NeoGenomics,10.67,1378.3,78,73,30,C,A+,65,66.2,5.7,-18.2,MEDICAL,1.6
QXO,QXO,18.39,12386.7,70,68,40,A,B-,65,-16,44.2,23.6,BUSINS SVC,1.1
RZLT,Rezolute,9.19,834.6,96,82,40,-,B,65,56.6,132.1,65.9,MEDICAL,-52.6
SANA,Sana Biotechnology,5.59,1329.3,94,80,45,-,B,65,9,215.8,46.7,MEDICAL,-97.8
SARO,StandardAero,28.94,9679.3,48,88,80,C,B-,65,2.1,10.2,-7.2,AEROSPACE,0.6
BIDU,Baidu ADR,122.76,43211.5,88,74,41,C,B,64.95,34.9,37.2,37.2,INTERNET,10.6
IAUX,i-80 Gold,0.97,791.6,91,86,41,D,B,64.95,53.2,53.8,-11.8,MINING,-32.4
IMTX,Immatics,10.18,1237.5,94,80,1,C,A+,64.95,57.8,118,6.8,MEDICAL,3.6
SBSW,Sibanye-Stillwater ADR,11.12,2671.2,97,79,36,D,B+,64.95,15.8,136.6,124.2,MINING,-14.9
STAG,STAG Industrial,38.63,7212.1,64,68,66,B,B-,64.95,8.6,16.6,2.2,REAL EST,5.5
CMC,Commercial Metals,61.08,6777.9,80,80,62,D,B,64.9,17.7,37.6,17.8,METALS,8.4
COKE,Coca-Cola Consolidated,127.66,11091.7,40,69,82,B,B+,64.9,14.2,-8.2,1,FOOD/BEV,47.6
DD,DuPont de Nemours,81.01,33920.2,59,72,92,C,C+,64.9,8.3,22.6,-3.8,CHEMICAL,7.2
EPRT,Essential Prop Realty Tr,31.14,6170.2,28,68,92,A,B-,64.9,1.9,-1.2,-6.7,REAL EST,6.2
NBN,Northeast Bank,97.31,4577.5,48,79,97,A,E,64.9,0.9,5.8,14.4,BANKS,19.2
DHC,Diversified Healthcare,4.3,1038.1,92,68,43,D,A,64.85000000000001,24.3,88.6,24.3,REAL EST,-17.2
CRM,Salesforce,254.83,243617.5,17,72,88,A,B+,64.85,-4.8,-3.7,-11.1,SOFTWARE,16.4
EW,Edwards Lifesciences,76.1,44678.3,40,67,78,A,B-,64.85,0.4,1.3,8.2,MEDICAL,17.5
EXE,Expand Energy,103.77,24712.3,53,73,73,B,B-,64.85,4.2,-0.6,21.7,ENERGY,1.7
JAMF,Jamf Holding,10.64,1413.4,25,81,98,B,B-,64.85,30.9,-7.7,-37.1,SOFTWARE,11.9
UVSP,Univest Financial,30.95,891.5,53,75,83,B,C,64.85,4.5,5.3,9.4,BANKS,8.8
COMP,Compass Cl A,8.03,4222.7,77,82,69,D,B-,64.8,12.6,9.1,41.9,SOFTWARE,-36.9
DHT,DHT Holdings,12.5,2018.3,75,69,44,B,B,64.8,12.4,19.7,19,ENERGY,17.6
GROY,Gold Royalty,3.69,538.3,97,83,24,C,B-,64.8,47,146,146,MINING,-0.2
PARR,Par Pacific Holdings,39.92,2028.5,96,87,39,E,B+,64.8,27.1,174.6,137.2,ENERGY,1.7
AEO,American Eagle Outfitters,16.57,2805.9,81,71,40,C,A-,64.75,46.9,47.6,-15.8,RETAIL,19.5
ASND,Ascendis Pharma ADR,202,12352.5,87,86,45,D,B,64.75,20,25.9,55.6,MEDICAL,NA
